composite_id,expression,terminals,heldout_score_from_lodo_stage,common_value_final_rank,common_value_generalization_score,common_value_weighted_mean,common_value_weighted_std,common_rank_final_rank,common_rank_generalization_score,common_rank_mean,common_rank_std
CFM1,"add(sub(mul(mul(mul(mul(Gradient_Squared_Energy, Gradient_Squared_Energy), mul(mul(Gradient_Squared_Energy, Gradient_Squared_Energy), mul(Gradient_Squared_Energy, Gradient_Squared_Energy))), Gradient_Squared_Energy), mul(mul(Fourier_Transform_Sharpness_Index, mul(mul(Gradient_Squared_Energy, Squared_Gradient), GLCM_Contrast)), mul(Gradient_Squared_Energy, Squared_Gradient))), Wavelet_W1), add(add(Gradient_Squared_Energy, Fourier_Transform_Sharpness_Index), Fourier_Transform_Sharpness_Index))",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Squared Gradient | Wavelet W3 | Fourier High Frequency Energy Ratio,nan,10,0.1621995745372937,0.22258635224457218,0.02129709322031056,7,16.436847629712698,18.02,12.742825432375664
CFM4,"sub(Fourier_Transform_Sharpness_Index, mul(Curvelet_Transform_Sharpness_Index, psqrt(psqrt(sub(Brenner_Gradient, Gradient_Squared_Energy)))))",Gradient Squared Energy | Curvelet Transform Sharpness Index | Fourier Transform Sharpness Index | Wavelet W1 | Sum Modified Laplacian | GLCM Contrast | Intensity Skewness Index | Brenner Gradient | Fourier High Frequency Energy Ratio | Wavelet W3,0.23570498083528638,11,0.16229182705717135,0.22243615460751928,0.021955062773026213,1,15.737916937174344,17.22,12.27972312391448
CFM2,"add(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), sub(add(Intensity_Skewness_Index, mul(Fourier_Transform_Sharpness_Index, Wavelet_W2)), psqrt(Intensity_Skewness_Index))), mul(mul(mul(mul(Wavelet_W2, GLCM_Contrast), GLCM_Contrast), mul(Wavelet_W2, GLCM_Contrast)), mul(Fourier_Transform_Sharpness_Index, Fourier_High_Frequency_Energy_Ratio))), Fourier_Transform_Sharpness_Index)",Squared Gradient | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Gradient Squared Energy | Wavelet W2 | Fourier High Frequency Energy Ratio,0.16920611032230654,13,0.16330985690864766,0.2235270088498199,0.022803169045912525,20,17.733304149041054,19.22,14.264347163470187
CFM3,"add(add(add(Squared_Gradient, Squared_Gradient), sub(psqrt(Fourier_Transform_Sharpness_Index), Wavelet_W2)), mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(psqrt(GLCM_Contrast), Fourier_Transform_Sharpness_Index), mul(mul(Wavelet_W2, mul(mul(psqrt(GLCM_Contrast), Squared_Gradient), Fourier_Transform_Sharpness_Index)), mul(mul(mul(psqrt(GLCM_Contrast), Squared_Gradient), Squared_Gradient), Squared_Gradient)))))",Squared Gradient | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Gradient Squared Energy | Wavelet W2 | Fourier High Frequency Energy Ratio,0.19501257372638148,14,0.16339959055176628,0.22489535482972886,0.019909473903186974,13,16.89714709576503,18.87,12.293823652550088
CFM7,"add(mul(mul(Fourier_Transform_Sharpness_Index, mul(Fourier_Transform_Sharpness_Index, mul(mul(GLCM_Contrast, Gradient_Squared_Energy), Gradient_Squared_Energy))), Gradient_Squared_Energy), psqrt(Fourier_Transform_Sharpness_Index))",Gradient Squared Energy | Curvelet Transform Sharpness Index | Fourier Transform Sharpness Index | Wavelet W1 | Sum Modified Laplacian | GLCM Contrast | Intensity Skewness Index | Brenner Gradient | Fourier High Frequency Energy Ratio | Wavelet W3,0.25183066629213763,16,0.1647555224861718,0.22827188825636094,0.016550669022397182,8,16.47384482912674,18.71,11.256149430422466
CFM8,"add(mul(Squared_Gradient, mul(mul(mul(GLCM_Contrast, mul(Curvelet_Transform_Sharpness_Index, GLCM_Contrast)), Fourier_Transform_Sharpness_Index), Fourier_High_Frequency_Energy_Ratio)), Fourier_Transform_Sharpness_Index)",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | GLCM Contrast | Intensity Skewness Index | Squared Gradient | Fourier High Frequency Energy Ratio | Wavelet W3,0.26878626012312784,17,0.16678669090906634,0.22794967981809225,0.0240730501213392,15,17.258939689736245,19.03,13.126465632454153
CFM9,"add(Fourier_Transform_Sharpness_Index, mul(mul(GLCM_Contrast, mul(mul(Wavelet_W1, GLCM_Contrast), Fourier_Transform_Sharpness_Index)), mul(Fourier_High_Frequency_Energy_Ratio, Gradient_Squared_Energy)))",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Squared Gradient | Wavelet W3 | Fourier High Frequency Energy Ratio,0.27693391314480614,18,0.1668404569408038,0.22800155983382317,0.024131216857091957,17,17.38231215283864,19.23,13.071040509462128
CFM5,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(Gradient_Squared_Energy, mul(GLCM_Contrast, Curvelet_Transform_Sharpness_Index)), psqrt(mul(mul(GLCM_Contrast, Wavelet_W1), psqrt(pabs(Gradient_Squared_Energy)))))))",Gradient Squared Energy | Curvelet Transform Sharpness Index | Fourier Transform Sharpness Index | Wavelet W1 | Sum Modified Laplacian | GLCM Contrast | Intensity Skewness Index | Brenner Gradient | Fourier High Frequency Energy Ratio | Wavelet W3,0.23630415894488532,19,0.16718340614635116,0.2282722440105429,0.024642784463237147,9,16.648805971209164,18.98,11.209353237363876
CFM10,"add(psqrt(Fourier_Transform_Sharpness_Index), mul(Squared_Gradient, mul(Wavelet_W1, mul(Squared_Gradient, mul(Squared_Gradient, mul(mul(Squared_Gradient, mul(Fourier_High_Frequency_Energy_Ratio, Fourier_Transform_Sharpness_Index)), Fourier_Transform_Sharpness_Index))))))",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Squared Gradient | Wavelet W3 | Fourier High Frequency Energy Ratio,0.2851469236230313,20,0.16753235055741392,0.2297982132841739,0.02224533752830734,18,17.575195379144283,19.32,13.503984597147614
CFM6,"add(pabs(sub(Brenner_Gradient, Intensity_Skewness_Index)), add(pabs(Brenner_Gradient), mul(add(mul(Brenner_Gradient, mul(add(mul(Fourier_High_Frequency_Energy_Ratio, Wavelet_W1), pabs(Intensity_Skewness_Index)), Wavelet_W1)), pabs(psqrt(Fourier_Transform_Sharpness_Index))), Fourier_Transform_Sharpness_Index)))",Gradient Squared Energy | Curvelet Transform Sharpness Index | Fourier Transform Sharpness Index | Wavelet W1 | Sum Modified Laplacian | GLCM Contrast | Intensity Skewness Index | Brenner Gradient | Fourier High Frequency Energy Ratio | Wavelet W3,0.23674421535503545,21,0.16945563215123613,0.22758530303044258,0.03381973343308778,6,16.406382674936893,17.89,12.944608916456303
